userId,group,orderId,revenue,date
16140759153683895076,A,6640971401295549522,1996,21/4/2019
13299126227787824506,A,10361233014305297740,228,21/4/2019
4315997728352921630,A,5612594086124667320,1556,21/4/2019
4315997728352921630,A,5612594086124667320,1996,21/4/2019
18057155212699403334,B,4842139760424109219,949,21/4/2019
8481525063905643186,B,12601546786365193179,3076,21/4/2019
8481525063905643186,B,12601546786365193179,3076,21/4/2019
709917213711098070,A,11014452915817945360,1208,21/4/2019
709917213711098070,A,11014452915817945360,1208,21/4/2019
5564343291269756940,A,7040840060420085966,499,21/4/2019
14955927779478728990,B,11006072824290746466,6629,21/4/2019
14955927779478728990,B,11006072824290746466,6629,21/4/2019
4756530743080174063,B,16570391125902166224,2499,21/4/2019
5625862210988967511,B,17752807917094394272,556,20/4/2019
17500166409916075533,A,18007315934117000443,2560,20/4/2019
17500166409916075533,A,18007315934117000443,408,20/4/2019
17500166409916075533,A,18007315934117000443,5424,20/4/2019
17500166409916075533,A,18007315934117000443,174,20/4/2019
17500166409916075533,A,18007315934117000443,6368,20/4/2019
17251239044526871702,B,7229083029584079280,3999,20/4/2019
8242231971014692090,A,13089160971961511193,799,20/4/2019
4076685142989469922,B,4271389794631307555,2499,20/4/2019
1146032023324566692,B,13566054736018398362,143,20/4/2019
1146032023324566692,B,13566054736018398362,99,20/4/2019
1146032023324566692,B,13566054736018398362,143,20/4/2019
1146032023324566692,B,13566054736018398362,143,20/4/2019
1146032023324566692,B,13566054736018398362,99,20/4/2019
1146032023324566692,B,13566054736018398362,143,20/4/2019
1146032023324566692,B,13566054736018398362,143,20/4/2019
1146032023324566692,B,13566054736018398362,143,20/4/2019
2687978457093453574,B,1835707578176752510,2299,20/4/2019
2687978457093453574,B,1835707578176752510,1749,20/4/2019
17683617775414778519,A,4513707884928356932,3216,20/4/2019
17683617775414778519,A,4513707884928356932,1076,20/4/2019
17683617775414778519,A,4513707884928356932,2600,20/4/2019
17683617775414778519,A,4513707884928356932,5391,20/4/2019
17683617775414778519,A,4513707884928356932,3216,20/4/2019
17683617775414778519,A,4513707884928356932,2600,20/4/2019
17683617775414778519,A,4513707884928356932,5391,20/4/2019
17683617775414778519,A,4513707884928356932,2600,20/4/2019
17683617775414778519,A,4513707884928356932,3216,20/4/2019
17683617775414778519,A,4513707884928356932,1076,20/4/2019
17683617775414778519,A,4513707884928356932,1076,20/4/2019
17683617775414778519,A,4513707884928356932,5391,20/4/2019
1895969229195096096,B,3613937729547593376,1468,20/4/2019
1895969229195096096,B,3613937729547593376,305,20/4/2019
2172776251486719543,A,4486651843066801993,4756,20/4/2019
2172776251486719543,A,4486651843066801993,399,20/4/2019
4177307582327613606,A,4069631272858161995,1007,20/4/2019
4177307582327613606,A,4069631272858161995,1816,20/4/2019
973204300614171391,A,2056037303290534281,699,20/4/2019
737871821496765392,A,5291137210322663109,2050,20/4/2019
7686257896875539491,B,15160469707324754427,557,20/4/2019
12453842419921808973,A,9491429723489915448,219,20/4/2019
12453842419921808973,A,9491429723489915448,219,20/4/2019
4594029419847858132,B,12622762847131725,199,20/4/2019
4594029419847858132,B,12622762847131725,796,20/4/2019
18284637436010853607,B,14648517284411155440,391,20/4/2019
7104746030976954994,A,14318886726044348228,399,20/4/2019
17429395825605523624,B,14473651874004373590,472,20/4/2019
17429395825605523624,B,14473651874004373590,111,20/4/2019
17429395825605523624,B,14473651874004373590,1189,20/4/2019
12018862572063886123,A,1305003782409403689,147600,20/4/2019
12018862572063886123,A,1305003782409403689,147600,20/4/2019
13760621976078683018,A,10248359748714783209,1231,20/4/2019
11158739036892858874,A,5007266149561750874,60,20/4/2019
11158739036892858874,A,5007266149561750874,1500,20/4/2019
11158739036892858874,A,5007266149561750874,196,20/4/2019
11158739036892858874,A,5007266149561750874,306,20/4/2019
11158739036892858874,A,5007266149561750874,621,20/4/2019
11158739036892858874,A,5007266149561750874,236,20/4/2019
11158739036892858874,A,5007266149561750874,621,20/4/2019
11158739036892858874,A,5007266149561750874,3564,20/4/2019
11158739036892858874,A,5007266149561750874,3564,20/4/2019
11158739036892858874,A,5007266149561750874,196,20/4/2019
11158739036892858874,A,5007266149561750874,1044,20/4/2019
11158739036892858874,A,5007266149561750874,621,20/4/2019
11158739036892858874,A,5007266149561750874,1044,20/4/2019
11158739036892858874,A,5007266149561750874,236,20/4/2019
11158739036892858874,A,5007266149561750874,621,20/4/2019
11158739036892858874,A,5007266149561750874,60,20/4/2019
11158739036892858874,A,5007266149561750874,1500,20/4/2019
11158739036892858874,A,5007266149561750874,306,20/4/2019
2936275023610181811,B,17525350050053764881,2281,20/4/2019
2936275023610181811,B,17525350050053764881,2281,20/4/2019
4628257326051437168,A,16547993606197618965,1495,20/4/2019
4628257326051437168,A,16547993606197618965,1208,20/4/2019
4628257326051437168,A,16547993606197618965,1350,20/4/2019
4628257326051437168,A,16547993606197618965,1091,20/4/2019
8837953822510662292,B,1335031873172393998,499,20/4/2019
13946739031177455682,B,9295829186160437999,1865,19/4/2019
13946739031177455682,B,9295829186160437999,1865,19/4/2019
17172365973059477263,B,17677516012959876309,4999,19/4/2019
17172365973059477263,B,17677516012959876309,799,19/4/2019
3504109215713263871,B,119161246624758873,6051,19/4/2019
3504109215713263871,B,119161246624758873,6051,19/4/2019
10329514489978097089,B,17491395478067769579,1599,19/4/2019
5324675562751188838,A,12187029915317065616,499,19/4/2019
5440238588201760184,A,14410405668698955645,999,19/4/2019
18031503617232600490,B,12313410817868930924,4059,19/4/2019
13226672019184655556,B,11003144796553120931,629,19/4/2019
13226672019184655556,B,11003144796553120931,629,19/4/2019
13226672019184655556,B,11003144796553120931,1060,19/4/2019
13226672019184655556,B,11003144796553120931,629,19/4/2019
13226672019184655556,B,11003144796553120931,629,19/4/2019
13226672019184655556,B,11003144796553120931,1060,19/4/2019
2654531590532034343,A,3834619949393941191,1889,19/4/2019
10310499872786996894,A,4029497605028250243,219,19/4/2019
8291596571696287292,A,15884327495920727710,189,19/4/2019
5467958636081522592,A,9488043851750536841,79,19/4/2019
5467958636081522592,A,9488043851750536841,79,19/4/2019
5467958636081522592,A,9488043851750536841,79,19/4/2019
5467958636081522592,A,9488043851750536841,79,19/4/2019
15370516917228322462,B,9398620871638070220,79,19/4/2019
15370516917228322462,B,9398620871638070220,19,19/4/2019
15370516917228322462,B,9398620871638070220,85,19/4/2019
15370516917228322462,B,9398620871638070220,199,19/4/2019
15370516917228322462,B,9398620871638070220,45,19/4/2019
15370516917228322462,B,9398620871638070220,39,19/4/2019
15370516917228322462,B,9398620871638070220,181,19/4/2019
15370516917228322462,B,9398620871638070220,279,19/4/2019
15370516917228322462,B,9398620871638070220,111,19/4/2019
3181405040697456946,A,17198130501963883585,3989,19/4/2019
3181405040697456946,A,17198130501963883585,95,19/4/2019
3181405040697456946,A,17198130501963883585,59,19/4/2019
3181405040697456946,A,17198130501963883585,743,19/4/2019
3181405040697456946,A,17198130501963883585,95,19/4/2019
3181405040697456946,A,17198130501963883585,49,19/4/2019
3181405040697456946,A,17198130501963883585,39,19/4/2019
8449118249272862185,A,18078703572790637559,99,19/4/2019
8449118249272862185,A,18078703572790637559,95,19/4/2019
11090406178999352625,A,1983741722617802465,1279,19/4/2019
11090406178999352625,A,1983741722617802465,1279,19/4/2019
10260105023924458492,B,13078794875652425070,2199,19/4/2019
17900887340707733100,A,3792327973186474512,454,19/4/2019
7935683560282626249,B,11588258366125619638,319,19/4/2019
15747255116217956269,A,5959519278566409195,1399,19/4/2019
15747255116217956269,A,5959519278566409195,1996,19/4/2019
12076388601996148781,A,394847945151706895,269,19/4/2019
6392314946590419605,A,5104090106570535920,129,19/4/2019
6392314946590419605,A,5104090106570535920,99,19/4/2019
6392314946590419605,A,5104090106570535920,88,19/4/2019
6392314946590419605,A,5104090106570535920,239,19/4/2019
6392314946590419605,A,5104090106570535920,49,19/4/2019
10631161591539579955,A,15852464407896409604,2080,19/4/2019
10631161591539579955,A,15852464407896409604,248,19/4/2019
8017555534766448002,B,15753659490110823180,4199,19/4/2019
11252018787275963539,A,11948333966879601880,299,19/4/2019
11252018787275963539,A,11948333966879601880,1791,19/4/2019
11252018787275963539,A,11948333966879601880,299,19/4/2019
11252018787275963539,A,11948333966879601880,1791,19/4/2019
11252018787275963539,A,11948333966879601880,1574,19/4/2019
11252018787275963539,A,11948333966879601880,1574,19/4/2019
9288933586923925461,A,14085191216050873584,999,19/4/2019
9288933586923925461,A,14085191216050873584,999,19/4/2019
14572927222191155050,B,16704815138313092535,3989,19/4/2019
14572927222191155050,B,16704815138313092535,3989,19/4/2019
5816118886952945865,B,7453673817502226808,203,19/4/2019
5816118886952945865,B,7453673817502226808,154,19/4/2019
5816118886952945865,B,7453673817502226808,212,19/4/2019
5816118886952945865,B,7453673817502226808,276,19/4/2019
5816118886952945865,B,7453673817502226808,174,19/4/2019
5816118886952945865,B,7453673817502226808,258,19/4/2019
5816118886952945865,B,7453673817502226808,1952,19/4/2019
14896716815013883785,B,5118226238452515809,876,19/4/2019
14896716815013883785,B,5118226238452515809,1521,19/4/2019
14896716815013883785,B,5118226238452515809,135,19/4/2019
12169886921766842564,B,16753719593315585378,895,19/4/2019
52239687597481836,A,1880777741620159825,580,19/4/2019
52239687597481836,A,1880777741620159825,1091,19/4/2019
15624246632093057436,B,6174941643323816633,115136,19/4/2019
894149469040963025,A,15809822824481450306,249,19/4/2019
894149469040963025,A,15809822824481450306,716,19/4/2019
894149469040963025,A,15809822824481450306,165,19/4/2019
894149469040963025,A,15809822824481450306,5456,19/4/2019
894149469040963025,A,15809822824481450306,3825,19/4/2019
894149469040963025,A,15809822824481450306,3984,19/4/2019
17860855188295220937,B,9060403570571526978,314,19/4/2019
17860855188295220937,B,9060403570571526978,608,19/4/2019
17860855188295220937,B,9060403570571526978,580,19/4/2019
17860855188295220937,B,9060403570571526978,314,19/4/2019
17860855188295220937,B,9060403570571526978,118,19/4/2019
17860855188295220937,B,9060403570571526978,580,19/4/2019
17860855188295220937,B,9060403570571526978,608,19/4/2019
17860855188295220937,B,9060403570571526978,118,19/4/2019
13767769029327514762,A,5788479063609616664,371,19/4/2019
13767769029327514762,A,5788479063609616664,371,19/4/2019
3888365251198584747,B,9914647383819042985,1399,19/4/2019
8840703786588242345,B,4245839890296543390,2099,19/4/2019
12790585597385970518,A,6765098949548934246,490000,19/4/2019
12790585597385970518,A,6765098949548934246,490000,19/4/2019
2469729084398241767,A,1793943485365572761,169,19/4/2019
2469729084398241767,A,1793943485365572761,1119,19/4/2019
2469729084398241767,A,1793943485365572761,1701,19/4/2019
2469729084398241767,A,1793943485365572761,134100,19/4/2019
2469729084398241767,A,1793943485365572761,5915,19/4/2019
2469729084398241767,A,1793943485365572761,332,19/4/2019
2469729084398241767,A,1793943485365572761,676,19/4/2019
2469729084398241767,A,1793943485365572761,3776,19/4/2019
12153651713465554615,A,11757230436761260624,499,19/4/2019
12097387983180524532,B,13487501020654186838,249,19/4/2019
16010766948132317947,A,13775394522539887791,689,19/4/2019
16010766948132317947,A,13775394522539887791,1996,19/4/2019
4479893478225406701,A,4692349400212104489,193,19/4/2019
4479893478225406701,A,4692349400212104489,326,19/4/2019
4479893478225406701,A,4692349400212104489,289,19/4/2019
4479893478225406701,A,4692349400212104489,99,19/4/2019
4479893478225406701,A,4692349400212104489,199,19/4/2019
8657909691716758404,A,5887267473463317070,229,19/4/2019
8657909691716758404,A,5887267473463317070,119,19/4/2019
8657909691716758404,A,5887267473463317070,45,19/4/2019
8657909691716758404,A,5887267473463317070,119,19/4/2019
8657909691716758404,A,5887267473463317070,115,19/4/2019
8657909691716758404,A,5887267473463317070,119,19/4/2019
8657909691716758404,A,5887267473463317070,119,19/4/2019
8657909691716758404,A,5887267473463317070,1387,19/4/2019
8657909691716758404,A,5887267473463317070,79,19/4/2019
8657909691716758404,A,5887267473463317070,115,19/4/2019
8657909691716758404,A,5887267473463317070,215,19/4/2019
8657909691716758404,A,5887267473463317070,119,19/4/2019
8657909691716758404,A,5887267473463317070,45,19/4/2019
8657909691716758404,A,5887267473463317070,215,19/4/2019
8657909691716758404,A,5887267473463317070,79,19/4/2019
8657909691716758404,A,5887267473463317070,229,19/4/2019
8657909691716758404,A,5887267473463317070,1387,19/4/2019
8657909691716758404,A,5887267473463317070,119,19/4/2019
10235794099670955749,B,3428020678677476610,1421,19/4/2019
5316910392007248109,B,11861929929794133628,550,19/4/2019
288157905997176015,A,7752592440321619807,2936,19/4/2019
288157905997176015,A,7752592440321619807,1399,19/4/2019
288157905997176015,A,7752592440321619807,2309,19/4/2019
2102641792970485158,A,1103496919047504296,508,19/4/2019
2102641792970485158,A,1103496919047504296,1776,19/4/2019
2102641792970485158,A,1103496919047504296,279,19/4/2019
2102641792970485158,A,1103496919047504296,796,19/4/2019
4351318230324404209,B,12936025661986673170,388,19/4/2019
4351318230324404209,B,12936025661986673170,388,19/4/2019
12939083804051743491,B,2395181764440532012,3393,19/4/2019
14749633690518241850,B,2968526036415122827,1399,18/4/2019
1468562417866670029,A,13615886621820172781,479,18/4/2019
1468562417866670029,A,13615886621820172781,636,18/4/2019
5598621464496153904,A,10953784199571962204,1189,18/4/2019
5598621464496153904,A,10953784199571962204,825,18/4/2019
5598621464496153904,A,10953784199571962204,825,18/4/2019
5598621464496153904,A,10953784199571962204,1189,18/4/2019
3632431663525626747,B,9507524121377446137,1899,18/4/2019
3632431663525626747,B,9507524121377446137,796,18/4/2019
14590819391621484584,B,17279244261205519538,169,18/4/2019
14590819391621484584,B,17279244261205519538,69,18/4/2019
14590819391621484584,B,17279244261205519538,169,18/4/2019
14590819391621484584,B,17279244261205519538,39,18/4/2019
14590819391621484584,B,17279244261205519538,56,18/4/2019
14590819391621484584,B,17279244261205519538,169,18/4/2019
14590819391621484584,B,17279244261205519538,399,18/4/2019
14590819391621484584,B,17279244261205519538,129,18/4/2019
14590819391621484584,B,17279244261205519538,56,18/4/2019
14590819391621484584,B,17279244261205519538,39,18/4/2019
14590819391621484584,B,17279244261205519538,169,18/4/2019
14590819391621484584,B,17279244261205519538,69,18/4/2019
14590819391621484584,B,17279244261205519538,129,18/4/2019
14590819391621484584,B,17279244261205519538,399,18/4/2019
1733163423983977356,B,2088722288024529295,1189,18/4/2019
14252488910992429848,B,6840635807771454214,1044,18/4/2019
14252488910992429848,B,7530143076387172712,699,18/4/2019
8435173153380810489,B,6122755345569838964,209,18/4/2019
8435173153380810489,B,6122755345569838964,209,18/4/2019
598100727122984827,B,1352793430079976948,116,18/4/2019
598100727122984827,B,1352793430079976948,3975,18/4/2019
598100727122984827,B,1352793430079976948,404100,18/4/2019
598100727122984827,B,1352793430079976948,711,18/4/2019
598100727122984827,B,1352793430079976948,107100,18/4/2019
15171494194727730742,A,5686179757330448402,10575,18/4/2019
9917929817282882997,B,11837962538637114350,348,18/4/2019
9917929817282882997,B,16980890343242972782,1994,18/4/2019
9917929817282882997,B,16980890343242972782,1994,18/4/2019
4495364420216029582,B,18122935021111545945,849,18/4/2019
16015871484684487626,A,16504660490803496644,2799,18/4/2019
5326639950348030436,B,12767010822003186183,4056,18/4/2019
5326639950348030436,B,12767010822003186183,164,18/4/2019
5326639950348030436,B,12767010822003186183,1294,18/4/2019
5326639950348030436,B,12767010822003186183,1259,18/4/2019
5326639950348030436,B,12767010822003186183,149,18/4/2019
5326639950348030436,B,12767010822003186183,2399,18/4/2019
5326639950348030436,B,12767010822003186183,164,18/4/2019
5326639950348030436,B,12767010822003186183,1259,18/4/2019
5326639950348030436,B,12767010822003186183,17946,18/4/2019
5326639950348030436,B,12767010822003186183,2399,18/4/2019
5326639950348030436,B,12767010822003186183,1539,18/4/2019
5326639950348030436,B,12767010822003186183,4056,18/4/2019
5326639950348030436,B,12767010822003186183,149,18/4/2019
5326639950348030436,B,12767010822003186183,17946,18/4/2019
5326639950348030436,B,12767010822003186183,999,18/4/2019
5326639950348030436,B,12767010822003186183,1539,18/4/2019
5326639950348030436,B,12767010822003186183,999,18/4/2019
5326639950348030436,B,12767010822003186183,1399,18/4/2019
5326639950348030436,B,12767010822003186183,1294,18/4/2019
5326639950348030436,B,12767010822003186183,1399,18/4/2019
3693650060596766446,A,18282474971318731873,309,18/4/2019
3693650060596766446,A,18282474971318731873,500,18/4/2019
2674115074705055087,A,11364685676934737552,5596,18/4/2019
1909275464410108906,A,713730721043265071,699,18/4/2019
1909275464410108906,A,713730721043265071,1119,18/4/2019
1909275464410108906,A,713730721043265071,749,18/4/2019
1909275464410108906,A,713730721043265071,799,18/4/2019
1909275464410108906,A,713730721043265071,449,18/4/2019
1909275464410108906,A,713730721043265071,1279,18/4/2019
1909275464410108906,A,713730721043265071,1149,18/4/2019
15626570023832372807,A,12872989970610292080,174,18/4/2019
11333458852487843778,B,16281818230155266372,384,18/4/2019
14479704317294046934,B,5198676383878984290,475,18/4/2019
7517999169408970810,B,13265139364336125769,1495,18/4/2019
5829726716348358356,A,7037920079507147759,1480,18/4/2019
5829726716348358356,A,7037920079507147759,1060,18/4/2019
5829726716348358356,A,7037920079507147759,1284,18/4/2019
5829726716348358356,A,7037920079507147759,599,18/4/2019
5829726716348358356,A,7037920079507147759,444411,18/4/2019
5829726716348358356,A,7037920079507147759,29700,18/4/2019
5829726716348358356,A,7037920079507147759,579081,18/4/2019
13934457952323989821,B,15259965607791005656,5596,18/4/2019
2575450962132574912,B,9124623392110751352,9233,18/4/2019
6197573035340705547,A,16831641556962765353,99,18/4/2019
17722456138569368553,B,8423647511723954123,69,18/4/2019
17722456138569368553,B,8423647511723954123,99,18/4/2019
17722456138569368553,B,8423647511723954123,499,18/4/2019
17722456138569368553,B,8423647511723954123,459,18/4/2019
17722456138569368553,B,8423647511723954123,4131,18/4/2019
17722456138569368553,B,8423647511723954123,7984,18/4/2019
6771616122311371509,B,3278387398196168649,149,18/4/2019
6771616122311371509,B,3278387398196168649,2975,18/4/2019
123130893063800782,B,18351204825627666268,1119,18/4/2019
123130893063800782,B,18351204825627666268,1119,18/4/2019
3327586898289713153,B,11783025645518943951,21591,18/4/2019
3327586898289713153,B,11783025645518943951,9596,18/4/2019
3327586898289713153,B,11783025645518943951,34975,18/4/2019
3327586898289713153,B,11783025645518943951,34975,18/4/2019
12557895724971727571,A,8840814245508777023,12475,18/4/2019
12557895724971727571,A,8840814245508777023,24975,18/4/2019
12557895724971727571,A,8840814245508777023,24975,18/4/2019
12557895724971727571,A,8840814245508777023,12475,18/4/2019
12530128130184736120,A,3245083450060641845,1399,18/4/2019
12530128130184736120,A,12467411307308978540,260,18/4/2019
12530128130184736120,A,12467411307308978540,99,18/4/2019
12530128130184736120,A,12467411307308978540,99,18/4/2019
12530128130184736120,A,12467411307308978540,99,18/4/2019
12530128130184736120,A,12467411307308978540,414,18/4/2019
12530128130184736120,A,12467411307308978540,129,18/4/2019
12530128130184736120,A,12467411307308978540,49,18/4/2019
12530128130184736120,A,12467411307308978540,1399,18/4/2019
12530128130184736120,A,12467411307308978540,414,18/4/2019
12530128130184736120,A,12467411307308978540,124,18/4/2019
12530128130184736120,A,12467411307308978540,129,18/4/2019
12530128130184736120,A,12467411307308978540,129,18/4/2019
12530128130184736120,A,12467411307308978540,129,18/4/2019
12530128130184736120,A,12467411307308978540,129,18/4/2019
12530128130184736120,A,12467411307308978540,49,18/4/2019
12530128130184736120,A,12467411307308978540,99,18/4/2019
12530128130184736120,A,12467411307308978540,124,18/4/2019
12530128130184736120,A,12467411307308978540,1399,18/4/2019
12530128130184736120,A,12467411307308978540,99,18/4/2019
12530128130184736120,A,12467411307308978540,260,18/4/2019
12530128130184736120,A,12467411307308978540,99,18/4/2019
12530128130184736120,A,12467411307308978540,129,18/4/2019
12530128130184736120,A,12467411307308978540,99,18/4/2019
12530128130184736120,A,12467411307308978540,99,18/4/2019
15771806820986491873,B,11499261782349772209,1630,18/4/2019
14572927222191155050,B,16704815138313092535,3989,18/4/2019
14572927222191155050,B,16704815138313092535,3989,18/4/2019
13670628284465505775,A,12859740387380762940,229,18/4/2019
13670628284465505775,A,12859740387380762940,286,18/4/2019
10083884189179710701,A,18338167997597284894,2499,18/4/2019
10083884189179710701,A,18338167997597284894,49,18/4/2019
5049626332772323230,B,6442244161973573480,2869,18/4/2019
6988440905889506437,A,6053389365801960290,509,18/4/2019
894149469040963025,A,15809822824481450306,716,18/4/2019
894149469040963025,A,15809822824481450306,3825,18/4/2019
894149469040963025,A,15809822824481450306,249,18/4/2019
894149469040963025,A,15809822824481450306,3984,18/4/2019
894149469040963025,A,15809822824481450306,165,18/4/2019
894149469040963025,A,15809822824481450306,5456,18/4/2019
3528868701557262123,A,4152730860146122036,599,18/4/2019
828955449000061997,B,6993809107798659930,499,18/4/2019
1286510776198527574,B,13380708711276197263,1359,18/4/2019
1286510776198527574,B,13380708711276197263,3636,18/4/2019
1286510776198527574,B,13380708711276197263,202,18/4/2019
1286510776198527574,B,13380708711276197263,1049,18/4/2019
1286510776198527574,B,13380708711276197263,1259,18/4/2019
14548051515697756413,B,14555189277561565170,3788,18/4/2019
10791684907993087622,A,9864450898288929008,6299,18/4/2019
4836339568435759707,A,15530418268936368114,374,18/4/2019
4836339568435759707,A,15530418268936368114,10784,18/4/2019
7308567982118119397,A,8552001891753085652,2379,18/4/2019
7308567982118119397,A,8552001891753085652,2239,18/4/2019
12506600311698400720,A,3050726239613670758,339,18/4/2019
12506600311698400720,A,3050726239613670758,339,18/4/2019
3184099530720534883,A,3068370646674312372,510,18/4/2019
2087188383324337413,A,4540272623673470339,3871,18/4/2019
2087188383324337413,A,4540272623673470339,199,18/4/2019
11575194020412408365,A,1787902409012186007,499,18/4/2019
15761529938508058113,B,12998406806417548031,1397,18/4/2019
3635996642190336951,A,15616017319541782429,2519,18/4/2019
5394951663054269762,A,5726452413305080730,1584,18/4/2019
3930890391477354894,A,7581516602729113005,419,18/4/2019
18076186349506063129,A,17582766843013351588,19525,18/4/2019
15019786551308259881,A,8937100546661798095,2199,18/4/2019
15019786551308259881,A,8937100546661798095,1325,18/4/2019
15019786551308259881,A,8937100546661798095,7865,18/4/2019
15019786551308259881,A,8937100546661798095,1325,18/4/2019
15019786551308259881,A,8937100546661798095,299,18/4/2019
15019786551308259881,A,8937100546661798095,2199,18/4/2019
15019786551308259881,A,8937100546661798095,1299,18/4/2019
15019786551308259881,A,8937100546661798095,299,18/4/2019
15019786551308259881,A,8937100546661798095,7865,18/4/2019
15019786551308259881,A,8937100546661798095,1299,18/4/2019
10295451426249272354,B,9987064551820113886,219,18/4/2019
10295451426249272354,B,9987064551820113886,219,18/4/2019
1398668551602442848,A,14097391658701935591,1899,18/4/2019
12430213850324475851,A,13733222573430366004,279,17/4/2019
15536695644525267203,B,10900292065744091543,2460,17/4/2019
12215626609989944225,B,12361320614772298715,2299,17/4/2019
12215626609989944225,B,12361320614772298715,452,17/4/2019
